Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l]
34AR,0347,B,2015-06-16T12:10,55.62,14.87,0080,50,5.43,11.250,4.97
34AR,0347,B,2015-06-16T12:10,55.62,14.87,0080,61,7.12,16.151,2.86
34AR,0347,B,2015-06-16T12:10,55.62,14.87,0080,71,7.08,18.399,2.25
34AR,0347,B,2015-06-16T12:10,55.62,14.87,0080,80,7.06,19.019,1.71
34AR,0348,B,2015-06-16T18:35,56.3708,16.202,0021,0,13.84,7.358,7.17
34AR,0348,B,2015-06-16T18:35,56.3708,16.202,0021,5,13.85,7.377,7.15
34AR,0348,B,2015-06-16T18:35,56.3708,16.202,0021,10,11.88,7.495,7.43
34AR,0348,B,2015-06-16T18:35,56.3708,16.202,0021,15,6.14,7.819,7.12
34AR,0348,B,2015-06-16T18:35,56.3708,16.202,0021,20,5.90,7.965,7.36
34AR,0349,B,2015-06-16T21:40,56.1677,16.98,0058,0,11.13,7.429,
34AR,0349,B,2015-06-16T21:40,56.1677,16.98,0058,5,11.13,7.429,
34AR,0349,B,2015-06-16T21:40,56.1677,16.98,0058,10,11.14,7.429,
34AR,0349,B,2015-06-16T21:40,56.1677,16.98,0058,15,11.08,7.429,
34AR,0349,B,2015-06-16T21:40,56.1677,16.98,0058,20,7.26,7.705,
34AR,0349,B,2015-06-16T21:40,56.1677,16.98,0058,30,5.75,7.915,
34AR,0349,B,2015-06-16T21:40,56.1677,16.98,0058,40,5.31,8.032,
34AR,0349,B,2015-06-16T21:40,56.1677,16.98,0058,50,5.03,8.423,
34AR,0349,B,2015-06-16T21:40,56.1677,16.98,0058,58,5.04,8.597,6.90
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,0,12.23,7.104,7.58
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,5,12.37,7.096,7.53
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,10,11.31,7.131,7.72
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,15,10.99,7.133,7.74
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,20,9.50,7.178,7.97
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,30,5.04,7.202,8.10
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,40,4.68,7.400,7.35
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,50,4.04,7.857,5.02
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,61,4.69,8.672,1.72
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,71,4.96,9.220,0.12
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,81,4.98,9.496,0.00
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,91,5.05,9.659,0.00
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,101,5.02,9.672,0.00
34AR,0350,B,2015-06-17T03:45,57.12,17.67,0110,110,5.07,9.681,0.00
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,0,12.81,6.844,7.59
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,5,12.29,6.783,7.62
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,10,11.62,6.835,7.68
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,15,11.38,6.833,7.64
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,20,9.72,6.851,7.78
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,30,5.78,6.953,8.24
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,40,3.98,7.066,8.62
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,50,3.85,7.119,8.25
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,61,3.93,7.561,6.47
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,71,4.74,8.741,1.84
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,81,4.93,9.309,0.21
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,91,4.97,9.571,0.00
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,101,5.02,9.701,
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,126,5.09,9.859,
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,151,5.12,9.958,
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,177,5.20,10.028,
34AR,0351,B,2015-06-17T09:20,58.02,17.98,0200,197,5.17,10.063,
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,1,13.2788,5.5723,7.44
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,5,13.2775,5.5725,7.43
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,10,13.2373,5.5754,7.12
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,15,10.9541,5.6215,6.93
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,20,9.2879,5.6048,6.82
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,25,8.1471,5.6167,6.85
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,30,7.6342,5.6425,6.84
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,35,7.2152,5.6659,6.91
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,40,7.0748,5.6754,6.81
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,45,6.0620,5.7313,6.86
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,50,5.9908,5.7442,6.83
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,55,5.7054,5.7680,6.64
34AR,0352,B,2015-07-06T15:05,60.0093,24.7760,0070,60,4.5175,5.9241,6.65
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,1,14.1348,5.7301,7.22
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,5,14.1305,5.7299,7.21
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,10,14.1267,5.7294,7.21
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,15,13.0609,5.6508,6.81
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,20,9.7193,5.5877,7.00
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,25,9.1753,5.7320,6.90
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,30,6.6546,5.6898,7.18
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,35,4.6739,5.7660,7.44
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,40,3.9987,5.9206,7.37
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,45,3.6369,6.0218,7.34
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,50,3.4079,6.1323,7.18
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,55,3.1768,6.3021,7.02
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,60,3.0555,6.4558,6.19
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,65,3.1734,6.8266,5.27
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,70,3.4391,7.3381,3.37
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,75,4.0399,8.4136,1.14
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,80,4.1329,8.5607,0.84
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,85,4.1444,8.5774,0.80
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,90,4.1471,8.5805,0.78
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,95,4.1556,8.5912,0.77
34AR,0353,B,2015-07-06T19:54,59.8465,24.8378,0107,96,4.1565,8.5916,0.77
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,1,15.1785,6.0171,7.03
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,5,15.1900,6.0162,7.03
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,10,15.1552,6.0193,6.89
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,15,12.6481,6.4152,6.60
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,20,12.2516,6.5607,6.51
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,25,8.7852,6.3668,7.18
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,30,7.9626,6.4727,7.29
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,35,8.2514,6.6514,7.23
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,40,6.6789,6.6134,7.23
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,45,4.3038,6.5481,7.48
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,50,3.8091,6.6224,7.46
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,55,4.0013,6.7303,7.58
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,60,3.5828,6.8877,7.26
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,65,3.5102,7.2057,5.81
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,70,3.8555,7.7538,3.94
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,75,4.2895,8.5468,2.00
34AR,0354,B,2015-07-07T01:52,59.4835,22.8968,0089,76,4.4683,8.8427,1.96
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,1,15.4164,6.0187,6.97
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,5,15.4213,6.0183,6.97
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,10,15.3522,6.0231,6.39
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,15,13.1966,6.6995,6.36
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,20,12.0303,6.6086,6.54
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,25,11.3977,6.6115,6.71
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,30,7.5429,6.4015,7.41
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,35,7.2223,6.5414,7.42
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,40,7.3721,6.6523,7.39
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,45,6.4197,6.6470,7.46
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,50,4.6651,6.6455,7.70
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,55,3.7644,6.7866,7.62
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,60,3.5031,6.9903,6.90
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,65,3.5558,7.1778,6.47
34AR,0355,B,2015-07-07T02:55,59.5427,22.9473,0072,66,3.5968,7.1957,6.51
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,1,15.4566,6.1124,6.92
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,5,15.5264,6.1084,6.91
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,10,15.4771,6.1092,6.73
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,15,12.1609,6.2593,6.69
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,20,12.3126,6.6117,6.40
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,25,7.7937,6.2134,7.39
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,30,9.0457,6.6024,7.04
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,35,7.7875,6.5793,7.30
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,40,6.7820,6.6097,7.50
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,45,5.9736,6.6190,7.56
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,50,4.3354,6.6375,7.70
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,55,3.6307,6.7665,7.29
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,60,3.4870,6.8671,7.29
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,65,3.5746,7.1608,6.22
34AR,0356,B,2015-07-07T03:40,59.5650,22.9672,0074,69,3.6653,7.3613,5.66
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,1,15.3396,6.0735,6.94
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,5,15.3080,6.0720,6.93
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,10,15.2263,6.0694,6.57
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,15,12.5255,6.4163,6.51
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,20,12.3278,6.5803,6.29
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,25,6.3696,6.1491,7.44
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,30,5.7241,6.2504,7.61
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,35,6.2979,6.4137,7.38
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,40,7.0153,6.5918,7.41
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,45,6.0760,6.5810,7.55
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,50,4.9288,6.6222,7.38
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,55,3.9406,6.7358,7.39
34AR,0357,B,2015-07-07T04:47,59.5957,22.9942,0071,59,4.1073,6.7328,7.41
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,1,13.4494,5.9749,6.47
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,5,13.3428,5.9799,6.42
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,10,10.6613,6.0930,6.62
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,15,10.2165,6.1460,6.47
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,20,9.7988,6.1862,6.45
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,25,9.6510,6.2156,6.47
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,30,9.4931,6.2204,6.44
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,35,9.2578,6.2437,6.55
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,40,9.1810,6.2471,6.41
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,45,9.0704,6.2451,6.33
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,50,8.9814,6.2545,6.35
34AR,0358,B,2015-07-07T07:12,59.8500,22.8962,0059,52,8.9513,6.2574,6.33
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,1,14.3430,5.9467,6.55
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,5,14.3272,5.9471,6.43
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,10,11.7198,6.0528,6.62
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,15,10.8749,6.1046,6.64
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,20,9.9995,6.1554,6.47
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,25,9.7875,6.1897,6.53
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,30,9.6912,6.2146,6.49
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,35,9.4660,6.2232,6.45
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,40,9.3253,6.2339,6.46
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,45,9.2176,6.2361,6.39
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,50,9.1221,6.2388,6.36
34AR,0359,B,2015-07-07T09:07,59.8500,22.8962,0059,53,9.0244,6.2504,6.33
34AR,0360,B,2015-07-07T10:44,59.8198,22.8417,0018,1,13.0876,6.0800,6.89
34AR,0360,B,2015-07-07T10:44,59.8198,22.8417,0018,5,13.0961,6.0800,6.88
34AR,0360,B,2015-07-07T10:44,59.8198,22.8417,0018,10,12.9932,6.0791,6.89
34AR,0360,B,2015-07-07T10:44,59.8198,22.8417,0018,13,12.7293,6.0806,6.89
34AR,0361,B,2015-07-07T11:49,59.8198,22.8417,0017,1,13.4472,6.0509,6.91
34AR,0361,B,2015-07-07T11:49,59.8198,22.8417,0017,5,13.4108,6.0509,6.91
34AR,0361,B,2015-07-07T11:49,59.8198,22.8417,0017,10,13.2586,6.0519,6.91
34AR,0361,B,2015-07-07T11:49,59.8198,22.8417,0017,12,12.9409,6.0649,6.90
34AR,0362,B,2015-07-07T13:42,59.8198,22.8417,0018,1,13.6584,6.0378,6.87
34AR,0362,B,2015-07-07T13:42,59.8198,22.8417,0018,5,13.6084,6.0390,6.87
34AR,0362,B,2015-07-07T13:42,59.8198,22.8417,0018,10,13.3327,6.0475,6.88
34AR,0362,B,2015-07-07T13:42,59.8198,22.8417,0018,12,13.3207,6.0499,6.90
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,1,16.6860,5.6265,6.54
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,5,16.6264,5.6389,6.51
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,10,14.3633,5.7335,5.24
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,15,9.8208,5.9345,5.68
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,20,9.7020,5.9978,5.70
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,25,9.8952,6.0865,5.76
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,30,9.5714,6.0755,5.86
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,35,9.3987,6.0979,5.86
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,40,9.4310,6.1163,5.82
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,45,9.2342,6.0963,5.73
34AR,0363,B,2015-07-07T16:31,59.9810,22.8050,0058,50,9.0098,6.0786,5.75
34AR,0364,B,2015-07-07T19:16,60.0030,22.5928,0029,1,16.2894,5.9404,6.21
34AR,0364,B,2015-07-07T19:16,60.0030,22.5928,0029,5,16.0199,5.9377,6.05
34AR,0364,B,2015-07-07T19:16,60.0030,22.5928,0029,10,14.4490,5.9320,4.51
34AR,0364,B,2015-07-07T19:16,60.0030,22.5928,0029,15,11.8412,5.9599,4.02
34AR,0364,B,2015-07-07T19:16,60.0030,22.5928,0029,20,11.7548,6.0139,3.56
34AR,0364,B,2015-07-07T19:16,60.0030,22.5928,0029,22,11.8105,6.0373,3.76
34AR,0365,B,2015-07-08T01:33,60.0030,22.5928,0029,1,16.7548,5.9468,6.24
34AR,0365,B,2015-07-08T01:33,60.0030,22.5928,0029,5,16.6868,5.9457,5.77
34AR,0365,B,2015-07-08T01:33,60.0030,22.5928,0029,10,14.5438,5.9204,4.37
34AR,0365,B,2015-07-08T01:33,60.0030,22.5928,0029,15,11.9471,5.9778,3.93
34AR,0365,B,2015-07-08T01:33,60.0030,22.5928,0029,20,11.7689,6.0055,3.59
34AR,0365,B,2015-07-08T01:33,60.0030,22.5928,0029,23,11.7934,6.0381,3.57
34AR,0366,B,2015-07-08T07:41,59.7838,23.0073,0034,1,13.0055,6.1140,7.00
34AR,0366,B,2015-07-08T07:41,59.7838,23.0073,0034,5,12.9813,6.1137,6.98
34AR,0366,B,2015-07-08T07:41,59.7838,23.0073,0034,10,11.7514,6.1012,6.79
34AR,0366,B,2015-07-08T07:41,59.7838,23.0073,0034,15,9.7343,6.1058,6.87
34AR,0366,B,2015-07-08T07:41,59.7838,23.0073,0034,20,8.8213,6.1246,6.96
34AR,0366,B,2015-07-08T07:41,59.7838,23.0073,0034,25,8.4563,6.1456,6.87
34AR,0366,B,2015-07-08T07:41,59.7838,23.0073,0034,30,7.4785,6.1731,6.99
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,1,15.0274,6.1115,6.83
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,5,15.0225,6.1110,6.83
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,10,14.9599,6.1151,6.65
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,15,12.6734,6.3593,6.25
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,20,9.9226,6.2837,6.81
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,25,8.0925,6.3021,6.92
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,30,6.0427,6.3008,7.49
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,35,5.8520,6.4337,7.55
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,40,5.8822,6.5439,7.50
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,45,5.3541,6.6078,7.57
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,50,4.8556,6.6748,7.51
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,55,4.3555,6.7419,7.15
34AR,0367,B,2015-07-08T10:30,59.5950,22.9938,0066,60,3.7847,6.8788,7.19
34AR,0368,B,2015-07-08T20:16,59.8222,22.8397,0018,1,13.2114,6.0306,6.69
34AR,0368,B,2015-07-08T20:16,59.8222,22.8397,0018,5,12.8439,6.0431,6.62
34AR,0368,B,2015-07-08T20:16,59.8222,22.8397,0018,10,12.0185,6.0697,6.59
34AR,0368,B,2015-07-08T20:16,59.8222,22.8397,0018,12,,,6.57
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,1,14.0609,5.9774,6.60
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,5,13.7919,5.9920,6.53
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,10,13.4002,6.0170,6.50
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,15,12.0729,6.0756,6.06
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,20,10.2810,6.1275,6.25
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,25,9.9122,6.1732,6.30
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,30,9.5808,6.2036,6.29
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,35,9.4410,6.2146,6.31
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,40,9.3902,6.2223,6.32
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,45,9.3285,6.2195,6.25
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,50,9.2393,6.2372,6.18
34AR,0369,B,2015-07-08T22:29,59.8500,22.8962,0059,53,9.0643,6.2399,6.23
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,1,14.3679,6.2064,6.65
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,5,14.3640,6.2071,6.64
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,10,14.2867,6.2083,6.47
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,15,13.6968,6.2186,6.33
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,20,9.7518,6.2372,6.62
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,25,8.2839,6.2932,6.86
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,30,7.8674,6.3232,6.88
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,35,7.2163,6.3444,6.98
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,40,7.1455,6.3534,6.98
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,45,7.1232,6.3564,6.97
34AR,0370,B,2015-07-09T02:27,59.8880,22.2710,0056,50,7.0602,6.3584,6.99
34AR,0371,B,2015-07-09T03:21,59.9367,22.3250,0048,1,15.6832,6.1529,6.57
34AR,0371,B,2015-07-09T03:21,59.9367,22.3250,0048,5,15.3919,6.1651,6.61
34AR,0371,B,2015-07-09T03:21,59.9367,22.3250,0048,10,15.1688,6.1694,6.49
34AR,0371,B,2015-07-09T03:21,59.9367,22.3250,0048,15,13.7631,6.1858,6.10
34AR,0371,B,2015-07-09T03:21,59.9367,22.3250,0048,20,9.8687,6.2207,6.32
34AR,0371,B,2015-07-09T03:21,59.9367,22.3250,0048,25,8.7249,6.2824,6.53
34AR,0371,B,2015-07-09T03:21,59.9367,22.3250,0048,30,7.7858,6.3210,6.60
34AR,0371,B,2015-07-09T03:21,59.9367,22.3250,0048,35,7.3890,6.3421,6.59
34AR,0371,B,2015-07-09T03:21,59.9367,22.3250,0048,38,7.3431,6.3487,6.59
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,1,15.4816,6.1357,6.68
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,5,15.4513,6.1365,6.64
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,10,15.1496,6.1585,6.67
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,15,15.0950,6.1625,6.03
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,20,10.0682,6.1747,6.00
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,25,9.1287,6.2495,6.23
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,30,8.6640,6.2848,6.52
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,35,7.9256,6.3284,6.66
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,40,7.8189,6.3381,6.64
34AR,0372,B,2015-07-09T04:31,60.0030,22.2417,0050,44,7.7565,6.3417,6.65
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,1,15.9322,6.0218,6.51
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,5,15.7696,6.0202,6.44
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,10,15.6845,6.0226,6.14
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,15,13.0517,6.0511,5.38
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,20,10.9730,6.1670,5.74
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,25,9.6222,6.1832,5.79
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,30,9.2540,6.2160,5.81
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,35,8.7702,6.2478,5.90
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,40,8.6005,6.2693,5.96
34AR,0373,B,2015-07-09T05:45,60.0812,22.2650,0047,41,8.5751,6.2735,5.94
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,1,16.5399,5.7359,6.16
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,5,16.3493,5.7313,6.18
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,10,16.2946,5.7332,6.08
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,15,15.8087,5.7471,4.98
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,20,10.1149,5.7272,5.00
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,25,8.7436,5.7769,5.08
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,30,8.1192,5.7981,5.10
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,35,7.8640,5.8071,5.10
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,40,7.7039,5.8151,5.01
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,45,7.5393,5.8150,4.92
